Scenario ID,Existing Product,EP Edge Size,Product Under Consideration,PUC Edge Size,Increment,Increment Edge Size,
46,cancelDeposit_interest_cancelWithdraw,23,cancelDeposit_credit_interest_cancelWithdraw,28,credit,7
49,cancelDeposit_cancelWithdraw_dailyLimit,25,cancelDeposit_interest_cancelWithdraw_dailyLimit,30,interest,7
50,cancelDeposit_cancelWithdraw_dailyLimit,25,cancelDeposit_cancelWithdraw_dailyLimit_overdraft,31,overdraft,10
51,cancelDeposit_cancelWithdraw_dailyLimit,25,cancelDeposit_credit_cancelWithdraw_dailyLimit,30,credit,7
57,cancelWithdraw_dailyLimit_overdraft,29,interest_cancelWithdraw_dailyLimit_overdraft,34,interest,7
58,cancelWithdraw_dailyLimit_overdraft,29,cancelDeposit_cancelWithdraw_dailyLimit_overdraft,31,cancelDeposit,4
70,credit_interest_interestEstimation,27,cancelDeposit_credit_interest_interestEstimation,29,cancelDeposit,4
71,credit_interest_interestEstimation,27,credit_interest_cancelWithdraw_interestEstimation,29,cancelWithdraw,4
74,cancelDeposit_credit_interest,26,cancelDeposit_credit_interest_interestEstimation,29,interestEstimation,5
75,cancelDeposit_credit_interest,26,cancelDeposit_credit_interest_cancelWithdraw,28,cancelWithdraw,4
80,credit_interest_cancelWithdraw,26,credit_interest_cancelWithdraw_interestEstimation,29,interestEstimation,5
81,credit_interest_cancelWithdraw,26,credit_interest_cancelWithdraw_dailyLimit,33,dailyLimit,11
82,credit_interest_cancelWithdraw,26,cancelDeposit_credit_interest_cancelWithdraw,28,cancelDeposit,4
85,credit_cancelWithdraw_dailyLimit,28,credit_interest_cancelWithdraw_dailyLimit,33,interest,7
86,credit_cancelWithdraw_dailyLimit,28,cancelDeposit_credit_cancelWithdraw_dailyLimit,30,cancelDeposit,4
90,cancelDeposit_credit_cancelWithdraw,23,cancelDeposit_credit_interest_cancelWithdraw,28,interest,7
91,cancelDeposit_credit_cancelWithdraw,23,cancelDeposit_credit_cancelWithdraw_dailyLimit,30,dailyLimit,11
38,interest_cancelWithdraw_dailyLimit_interestEstimation,31,cancelDeposit_interest_cancelWithdraw_dailyLimit_interestEstimation,33,cancelDeposit,4
39,interest_cancelWithdraw_dailyLimit_interestEstimation,31,interest_cancelWithdraw_dailyLimit_interestEstimation_overdraft,37,overdraft,10
40,interest_cancelWithdraw_dailyLimit_interestEstimation,31,credit_interest_cancelWithdraw_dailyLimit_interestEstimation,36,credit,7
47,cancelDeposit_interest_cancelWithdraw_interestEstimation,26,cancelDeposit_interest_cancelWithdraw_dailyLimit_interestEstimation,33,dailyLimit,11
48,cancelDeposit_interest_cancelWithdraw_interestEstimation,26,cancelDeposit_credit_interest_cancelWithdraw_interestEstimation,31,credit,7
52,cancelDeposit_interest_cancelWithdraw_dailyLimit,30,cancelDeposit_interest_cancelWithdraw_dailyLimit_interestEstimation,33,interestEstimation,5
53,cancelDeposit_interest_cancelWithdraw_dailyLimit,30,cancelDeposit_interest_cancelWithdraw_dailyLimit_overdraft,36,overdraft,10
54,cancelDeposit_interest_cancelWithdraw_dailyLimit,30,cancelDeposit_credit_interest_cancelWithdraw_dailyLimit,35,credit,7
59,interest_cancelWithdraw_dailyLimit_overdraft,34,interest_cancelWithdraw_dailyLimit_interestEstimation_overdraft,37,interestEstimation,5
60,interest_cancelWithdraw_dailyLimit_overdraft,34,cancelDeposit_interest_cancelWithdraw_dailyLimit_overdraft,36,cancelDeposit,4
62,cancelDeposit_cancelWithdraw_dailyLimit_overdraft,31,cancelDeposit_interest_cancelWithdraw_dailyLimit_overdraft,36,interest,7
76,cancelDeposit_credit_interest_interestEstimation,29,cancelDeposit_credit_interest_cancelWithdraw_interestEstimation,31,cancelWithdraw,4
83,credit_interest_cancelWithdraw_interestEstimation,29,credit_interest_cancelWithdraw_dailyLimit_interestEstimation,36,dailyLimit,11
84,credit_interest_cancelWithdraw_interestEstimation,29,cancelDeposit_credit_interest_cancelWithdraw_interestEstimation,31,cancelDeposit,4
87,credit_interest_cancelWithdraw_dailyLimit,33,credit_interest_cancelWithdraw_dailyLimit_interestEstimation,36,interestEstimation,5
88,credit_interest_cancelWithdraw_dailyLimit,33,cancelDeposit_credit_interest_cancelWithdraw_dailyLimit,35,cancelDeposit,4
92,cancelDeposit_credit_interest_cancelWithdraw,28,cancelDeposit_credit_interest_cancelWithdraw_interestEstimation,31,interestEstimation,5
93,cancelDeposit_credit_interest_cancelWithdraw,28,cancelDeposit_credit_interest_cancelWithdraw_dailyLimit,35,dailyLimit,11
95,cancelDeposit_credit_cancelWithdraw_dailyLimit,30,cancelDeposit_credit_interest_cancelWithdraw_dailyLimit,35,interest,7
55,cancelDeposit_interest_cancelWithdraw_dailyLimit_interestEstimation,33,cancelDeposit_interest_cancelWithdraw_dailyLimit_interestEstimation_overdraft,39,overdraft,10
56,cancelDeposit_interest_cancelWithdraw_dailyLimit_interestEstimation,33,cancelDeposit_credit_interest_cancelWithdraw_dailyLimit_interestEstimation,38,credit,7
61,interest_cancelWithdraw_dailyLimit_interestEstimation_overdraft,37,cancelDeposit_interest_cancelWithdraw_dailyLimit_interestEstimation_overdraft,39,cancelDeposit,4
63,cancelDeposit_interest_cancelWithdraw_dailyLimit_overdraft,36,cancelDeposit_interest_cancelWithdraw_dailyLimit_interestEstimation_overdraft,39,interestEstimation,5
89,credit_interest_cancelWithdraw_dailyLimit_interestEstimation,36,cancelDeposit_credit_interest_cancelWithdraw_dailyLimit_interestEstimation,38,cancelDeposit,4
94,cancelDeposit_credit_interest_cancelWithdraw_interestEstimation,31,cancelDeposit_credit_interest_cancelWithdraw_dailyLimit_interestEstimation,38,dailyLimit,11
96,cancelDeposit_credit_interest_cancelWithdraw_dailyLimit,35,cancelDeposit_credit_interest_cancelWithdraw_dailyLimit_interestEstimation,38,interestEstimation,5
